productId,productName,rating,price,discount,positiveReviews,negativeReviews,totalReviews,releaseDate,category,sales,seller
146,Samsung Galaxy Tab S7 ebay,3,92,14,56,40,96,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 5, 'month2': 51, 'month3': 55, 'totalSales': 111}",eBay
147,Ninja Foodi Deluxe Pressure Cooker ebay,1,37,13,75,46,121,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 22, 'month2': 51, 'month3': 92, 'totalSales': 165}",eBay
148,DJI Mavic Air 2 Drone ebay,4,51,14,71,36,107,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 17, 'month2': 89, 'month3': 70, 'totalSales': 176}",eBay
149,Fitbit Aria Air Smart Scale ebay,0,24,15,77,35,112,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 33, 'month2': 66, 'month3': 81, 'totalSales': 180}",eBay
150,Sony A7 III Full-Frame Mirrorless Camera ebay,2,53,14,26,91,117,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 59, 'month2': 61, 'month3': 100, 'totalSales': 220}",eBay
151,Samsung 970 EVO Plus SSD ebay,5,52,15,15,93,108,2023-06-24T05:33:09.614Z,Daily life,"{'month1': 98, 'month2': 17, 'month3': 41, 'totalSales': 156}",eBay
152,Logitech MX Master 3 Wireless Mouse ebay,1,10,27,58,57,115,2023-06-24T05:33:09.614Z,Books,"{'month1': 51, 'month2': 27, 'month3': 70, 'totalSales': 148}",eBay
153,Apple iPhone 12 Pro Max ebay,3,93,25,12,3,15,2023-06-24T05:33:09.614Z,Books,"{'month1': 61, 'month2': 38, 'month3': 80, 'totalSales': 179}",eBay
154,LG CX 55-Inch OLED 4K Smart TV ebay,2,89,29,4,0,4,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 44, 'month2': 58, 'month3': 42, 'totalSales': 144}",eBay
155,Bose SoundSport Wireless Earbuds ebay,4,75,33,27,86,113,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 5, 'month2': 13, 'month3': 50, 'totalSales': 68}",eBay
156,Microsoft Surface Laptop 4 ebay,1,31,26,94,74,168,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 13, 'month2': 41, 'month3': 41, 'totalSales': 95}",eBay
157,Roku Streaming Stick+ ebay,2,54,47,86,36,122,2023-06-24T05:33:09.614Z,Books,"{'month1': 87, 'month2': 55, 'month3': 70, 'totalSales': 212}",eBay
158,Anker Soundcore Liberty Air 2 Pro Earbuds ebay,3,61,12,32,28,60,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 42, 'month2': 86, 'month3': 20, 'totalSales': 148}",eBay
159,Canon EOS R6 Mirrorless Camera ebay,3,44,38,72,47,119,2023-06-24T05:33:09.614Z,Books,"{'month1': 50, 'month2': 8, 'month3': 96, 'totalSales': 154}",eBay
160,Sony WF-1000XM4 True Wireless Earbuds ebay,1,44,20,2,72,74,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 78, 'month2': 66, 'month3': 41, 'totalSales': 185}",eBay
161,Garmin Fenix 6 Pro ebay,1,90,30,46,85,131,2023-06-24T05:33:09.614Z,Toys,"{'month1': 34, 'month2': 64, 'month3': 53, 'totalSales': 151}",eBay
162,LG 27UK850-W 27-Inch 4K Monitor ebay,4,77,15,11,55,66,2023-06-24T05:33:09.614Z,Books,"{'month1': 8, 'month2': 23, 'month3': 72, 'totalSales': 103}",eBay
163,Crock-Pot Express Multi-Cooker ebay,0,77,15,90,85,175,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 34, 'month2': 52, 'month3': 50, 'totalSales': 136}",eBay
164,Samsung Galaxy S21 Ultra ebay,4,20,37,52,40,92,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 57, 'month2': 65, 'month3': 84, 'totalSales': 206}",eBay
165,ASUS ROG Strix G15 Gaming Laptop ebay,0,89,21,18,95,113,2023-06-24T05:33:09.614Z,Daily life,"{'month1': 41, 'month2': 68, 'month3': 65, 'totalSales': 174}",eBay
166,Fitbit Sense Advanced Smartwatch ebay,1,86,32,88,62,150,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 52, 'month2': 4, 'month3': 19, 'totalSales': 75}",eBay
167,Sony X800H 55-Inch 4K Smart TV ebay,4,55,29,82,86,168,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 91, 'month2': 36, 'month3': 89, 'totalSales': 216}",eBay
168,Google Nest Cam Indoor Security Camera ebay,4,45,15,13,55,68,2023-06-24T05:33:09.614Z,Daily life,"{'month1': 34, 'month2': 12, 'month3': 84, 'totalSales': 130}",eBay
169,Breville Smart Oven Air ebay,3,59,39,67,1,68,2023-06-24T05:33:09.614Z,Daily life,"{'month1': 11, 'month2': 80, 'month3': 51, 'totalSales': 142}",eBay
170,Beats Powerbeats Pro Wireless Earphones ebay,0,14,42,33,9,42,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 62, 'month2': 15, 'month3': 31, 'totalSales': 108}",eBay
171,Bose Solo 5 TV Soundbar ebay,4,47,37,58,61,119,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 4, 'month2': 41, 'month3': 34, 'totalSales': 79}",eBay
172,Apple iMac 27-Inch Retina 5K Display ebay,1,71,30,50,13,63,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 30, 'month2': 76, 'month3': 39, 'totalSales': 145}",eBay
173,NVIDIA GeForce RTX 3080 Graphics Card ebay,4,40,33,5,55,60,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 63, 'month2': 93, 'month3': 12, 'totalSales': 168}",eBay
174,Nintendo Switch Lite ebay,1,77,29,39,20,59,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 21, 'month2': 71, 'month3': 69, 'totalSales': 161}",eBay
175,Jabra Elite 85t True Wireless Earbuds ebay,4,87,17,66,97,163,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 61, 'month2': 54, 'month3': 29, 'totalSales': 144}",eBay
176,Canon EOS 90D DSLR Camera ebay,2,78,36,65,29,94,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 47, 'month2': 62, 'month3': 24, 'totalSales': 133}",eBay
177,Samsung Galaxy S20 FE ebay,5,94,31,71,72,143,2023-06-24T05:33:09.614Z,Books,"{'month1': 56, 'month2': 68, 'month3': 25, 'totalSales': 149}",eBay
178,Logitech G502 HERO Gaming Mouse ebay,0,92,10,3,63,66,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 72, 'month2': 23, 'month3': 76, 'totalSales': 171}",eBay
179,LG OLED48C1 48-Inch 4K Smart OLED TV ebay,2,63,39,8,73,81,2023-06-24T05:33:09.614Z,Toys,"{'month1': 95, 'month2': 26, 'month3': 89, 'totalSales': 210}",eBay
180,Dyson V11 Animal Cordless Vacuum Cleaner ebay,1,63,24,39,57,96,2023-06-24T05:33:09.614Z,Books,"{'month1': 72, 'month2': 72, 'month3': 19, 'totalSales': 163}",eBay
181,Philips Hue White and Color Ambiance Smart Bulb ebay,4,10,22,17,17,34,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 7, 'month2': 63, 'month3': 98, 'totalSales': 168}",eBay
182,Apple AirTag ebay,2,87,15,51,29,80,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 81, 'month2': 20, 'month3': 54, 'totalSales': 155}",eBay
183,Razer BlackWidow Elite Mechanical Gaming Keyboard ebay,3,79,41,22,18,40,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 35, 'month2': 95, 'month3': 54, 'totalSales': 184}",eBay
184,Sony ZV-1 Compact Camera ebay,0,96,49,17,43,60,2023-06-24T05:33:09.614Z,Books,"{'month1': 33, 'month2': 11, 'month3': 92, 'totalSales': 136}",eBay
185,Amazon Echo Show 10 (3rd generation) ebay,1,44,11,16,15,31,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 90, 'month2': 75, 'month3': 49, 'totalSales': 214}",eBay
186,HP Pavilion 27-Inch FHD Monitor ebay,0,62,26,49,44,93,2023-06-24T05:33:09.614Z,Books,"{'month1': 79, 'month2': 13, 'month3': 14, 'totalSales': 106}",eBay
187,Bose QuietComfort Earbuds ebay,4,10,13,23,15,38,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 4, 'month2': 44, 'month3': 76, 'totalSales': 124}",eBay
188,Sony Alpha a6400 Mirrorless Camera ebay,1,34,19,36,26,62,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 27, 'month2': 97, 'month3': 54, 'totalSales': 178}",eBay
189,Garmin Instinct Solar Outdoor GPS Watch ebay,3,85,47,22,3,25,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 42, 'month2': 38, 'month3': 45, 'totalSales': 125}",eBay
190,Nintendo Switch Pro Controller ebay,3,87,29,22,91,113,2023-06-24T05:33:09.614Z,Books,"{'month1': 51, 'month2': 40, 'month3': 24, 'totalSales': 115}",eBay
191,Fitbit Flex 2 ebay,4,46,30,99,20,119,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 21, 'month2': 19, 'month3': 41, 'totalSales': 81}",eBay
192,Apple iPad Pro ebay,1,55,49,88,44,132,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 28, 'month2': 20, 'month3': 16, 'totalSales': 64}",eBay
193,Samsung QN90A 75-Inch Neo QLED 4K Smart TV ebay,3,44,36,58,95,153,2023-06-24T05:33:09.614Z,Toys,"{'month1': 41, 'month2': 75, 'month3': 69, 'totalSales': 185}",eBay
194,Breville Joule Sous Vide ebay,0,57,32,93,99,192,2023-06-24T05:33:09.614Z,Daily life,"{'month1': 54, 'month2': 86, 'month3': 78, 'totalSales': 218}",eBay
195,Sony WH-1000XM3 Wireless Noise-Canceling Headphones ebay,5,52,13,40,92,132,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 45, 'month2': 61, 'month3': 22, 'totalSales': 128}",eBay
196,LG Gram 17-Inch Laptop ebay,3,45,45,84,91,175,2023-06-24T05:33:09.614Z,Toys,"{'month1': 82, 'month2': 89, 'month3': 6, 'totalSales': 177}",eBay
197,Google Pixel 5 ebay,4,49,44,17,74,91,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 6, 'month2': 67, 'month3': 37, 'totalSales': 110}",eBay
198,Ring Stick Up Cam Battery ebay,1,24,36,48,92,140,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 8, 'month2': 45, 'month3': 67, 'totalSales': 120}",eBay
199,KitchenAid Artisan Series Stand Mixer ebay,1,16,36,11,66,77,2023-06-24T05:33:09.614Z,Home Decor,"{'month1': 68, 'month2': 21, 'month3': 41, 'totalSales': 130}",eBay
200,DJI Osmo Pocket Handheld Camera ebay,0,89,18,17,60,77,2023-06-24T05:33:09.614Z,Books,"{'month1': 23, 'month2': 8, 'month3': 15, 'totalSales': 46}",eBay
201,Echo Dot (4th generation) fc,2,52,11,52,68,120,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 45, 'month2': 57, 'month3': 57, 'totalSales': 159}",Flipkart
202,Kindle Paperwhite fc,2,61,23,64,54,118,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 30, 'month2': 70, 'month3': 47, 'totalSales': 147}",Flipkart
203,Apple AirPods Pro fc,1,20,39,11,68,79,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 77, 'month2': 56, 'month3': 67, 'totalSales': 200}",Flipkart
204,Instant Pot Duo fc,3,81,43,75,73,148,2023-06-24T05:33:09.614Z,Toys,"{'month1': 8, 'month2': 82, 'month3': 32, 'totalSales': 122}",Flipkart
205,Fitbit Charge 4 fc,0,99,43,50,14,64,2023-06-24T05:33:09.614Z,Sports,"{'month1': 17, 'month2': 91, 'month3': 2, 'totalSales': 110}",Flipkart
206,Sony WH-1000XM4 Wireless Headphones fc,5,50,20,36,30,66,2023-06-24T05:33:09.614Z,Sports,"{'month1': 92, 'month2': 78, 'month3': 15, 'totalSales': 185}",Flipkart
207,Samsung Galaxy Watch 4 fc,5,37,37,36,48,84,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 27, 'month2': 82, 'month3': 84, 'totalSales': 193}",Flipkart
208,Nintendo Switch fc,3,29,30,24,24,48,2023-06-24T05:33:09.614Z,Toys,"{'month1': 27, 'month2': 23, 'month3': 36, 'totalSales': 86}",Flipkart
209,Philips Sonicare DiamondClean Toothbrush fc,2,13,29,97,96,193,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 24, 'month2': 32, 'month3': 44, 'totalSales': 100}",Flipkart
210,Bose QuietComfort 35 II Wireless Headphones fc,5,84,29,47,86,133,2023-06-24T05:33:09.614Z,Toys,"{'month1': 37, 'month2': 44, 'month3': 51, 'totalSales': 132}",Flipkart
211,Roomba Robot Vacuum fc,5,59,43,35,15,50,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 22, 'month2': 73, 'month3': 66, 'totalSales': 161}",Flipkart
212,Anker PowerCore Portable Charger fc,1,50,45,73,74,147,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 47, 'month2': 20, 'month3': 44, 'totalSales': 111}",Flipkart
213,GoPro Hero9 Black fc,2,44,47,35,82,117,2023-06-24T05:33:09.614Z,Traveling,"{'month1': 2, 'month2': 17, 'month3': 19, 'totalSales': 38}",Flipkart
214,JBL Flip 5 Portable Speaker fc,2,45,29,63,65,128,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 75, 'month2': 65, 'month3': 90, 'totalSales': 230}",Flipkart
215,Apple Watch Series 6 fc,4,43,49,94,55,149,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 65, 'month2': 6, 'month3': 20, 'totalSales': 91}",Flipkart
216,Dyson Supersonic Hair Dryer fc,2,81,27,73,4,77,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 92, 'month2': 52, 'month3': 18, 'totalSales': 162}",Flipkart
217,Ring Video Doorbell Pro fc,3,66,38,26,38,64,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 16, 'month2': 34, 'month3': 81, 'totalSales': 131}",Flipkart
218,Sony PlayStation 5 fc,5,38,29,41,32,73,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 40, 'month2': 75, 'month3': 85, 'totalSales': 200}",Flipkart
219,Nikon D3500 DSLR Camera fc,2,37,37,48,2,50,2023-06-24T05:33:09.614Z,Toys,"{'month1': 55, 'month2': 45, 'month3': 74, 'totalSales': 174}",Flipkart
220,Garmin Forerunner 245 GPS Running Watch fc,2,20,35,6,90,96,2023-06-24T05:33:09.614Z,Electronic,"{'month1': 13, 'month2': 58, 'month3': 69, 'totalSales': 140}",Flipkart
221,NutriBullet Pro Blender fc,2,38,21,75,95,170,2023-06-24T05:33:09.614Z,Mobiles,"{'month1': 19, 'month2': 94, 'month3': 78, 'totalSales': 191}",Flipkart
222,Microsoft Surface Pro 7 fc,3,37,30,59,24,83,2023-06-24T05:33:09.614Z,Books,"{'month1': 91, 'month2': 25, 'month3': 77, 'totalSales': 193}",Flipkart
223,Weber Spirit II E-310 Gas Grill fc,3,7,18,15,36,51,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 70, 'month2': 48, 'month3': 21, 'totalSales': 139}",Flipkart
224,Vitamix 5200 Blender fc,2,69,25,80,8,88,2023-06-24T05:33:09.614Z,Toys,"{'month1': 70, 'month2': 54, 'month3': 25, 'totalSales': 149}",Flipkart
225,TCL 55-Inch 4K Smart TV fc,0,52,15,66,88,154,2023-06-24T05:33:09.614Z,Books,"{'month1': 84, 'month2': 75, 'month3': 51, 'totalSales': 210}",Flipkart
226,AncestryDNA Genetic Testing Kit fc,3,66,15,77,56,133,2023-06-24T05:33:09.614Z,Beauty,"{'month1': 25, 'month2': 10, 'month3': 79, 'totalSales': 114}",Flipkart
227,Cuisinart 14-Cup Food Processor fc,4,7,28,61,17,78,2023-06-24T05:33:09.614Z,Gaming,"{'month1': 91, 'month2': 6, 'month3': 83, 'totalSales': 180}",Flipkart
228,Instant Pot Duo Crisp + Air Fryer fc,3,3,46,18,96,114,2023-06-24T05:33:09.615Z,Books,"{'month1': 37, 'month2': 56, 'month3': 65, 'totalSales': 158}",Flipkart
229,KitchenAid Stand Mixer fc,2,28,42,100,31,131,2023-06-24T05:33:09.615Z,Mobiles,"{'month1': 86, 'month2': 27, 'month3': 87, 'totalSales': 200}",Flipkart
230,Fitbit Versa 3 fc,1,60,19,75,71,146,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 9, 'month2': 44, 'month3': 60, 'totalSales': 113}",Flipkart
231,Apple iPad Air fc,3,61,19,24,2,26,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 42, 'month2': 66, 'month3': 13, 'totalSales': 121}",Flipkart
232,Sony X900H 65-Inch TV fc,0,12,21,6,4,10,2023-06-24T05:33:09.615Z,Sports,"{'month1': 67, 'month2': 74, 'month3': 38, 'totalSales': 179}",Flipkart
233,Garmin Venu 2S Fitness Smartwatch fc,5,17,21,90,67,157,2023-06-24T05:33:09.615Z,Beauty,"{'month1': 6, 'month2': 62, 'month3': 24, 'totalSales': 92}",Flipkart
234,Oculus Quest 2 VR Headset fc,4,49,27,42,57,99,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 35, 'month2': 38, 'month3': 89, 'totalSales': 162}",Flipkart
235,iRobot Braava Jet M6 Robot Mop fc,1,81,48,76,4,80,2023-06-24T05:33:09.615Z,Books,"{'month1': 28, 'month2': 4, 'month3': 80, 'totalSales': 112}",Flipkart
236,Samsung Galaxy Buds Pro fc,0,15,29,63,1,64,2023-06-24T05:33:09.615Z,Books,"{'month1': 72, 'month2': 26, 'month3': 48, 'totalSales': 146}",Flipkart
237,All-New Fire HD 10 Tablet fc,0,21,36,84,65,149,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 83, 'month2': 77, 'month3': 38, 'totalSales': 198}",Flipkart
238,Beats Solo Pro Wireless Headphones fc,1,49,14,19,41,60,2023-06-24T05:33:09.615Z,Sports,"{'month1': 43, 'month2': 69, 'month3': 9, 'totalSales': 121}",Flipkart
239,Canon EOS M50 Mark II Mirrorless Camera fc,2,29,43,43,2,45,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 5, 'month2': 24, 'month3': 62, 'totalSales': 91}",Flipkart
240,Breville Barista Express Espresso Machine fc,1,96,47,86,90,176,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 46, 'month2': 8, 'month3': 25, 'totalSales': 79}",Flipkart
241,LG OLED65CXPUA 65-Inch 4K Smart OLED TV fc,4,65,10,93,51,144,2023-06-24T05:33:09.615Z,Sports,"{'month1': 25, 'month2': 93, 'month3': 41, 'totalSales': 159}",Flipkart
242,Fitbit Inspire 2 fc,2,51,34,19,30,49,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 11, 'month2': 85, 'month3': 41, 'totalSales': 137}",Flipkart
243,Apple MacBook Pro fc,4,44,48,49,37,86,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 19, 'month2': 65, 'month3': 85, 'totalSales': 169}",Flipkart
244,Microsoft Xbox Series X fc,0,51,22,70,85,155,2023-06-24T05:33:09.615Z,Beauty,"{'month1': 98, 'month2': 73, 'month3': 51, 'totalSales': 222}",Flipkart
245,Bose SoundLink Revolve Portable Bluetooth Speaker fc,4,43,45,52,15,67,2023-06-24T05:33:09.615Z,Toys,"{'month1': 39, 'month2': 53, 'month3': 9, 'totalSales': 101}",Flipkart
246,Samsung Galaxy Tab S7 fc,2,19,33,47,34,81,2023-06-24T05:33:09.615Z,Mobiles,"{'month1': 56, 'month2': 18, 'month3': 20, 'totalSales': 94}",Flipkart
247,Ninja Foodi Deluxe Pressure Cooker fc,2,31,44,68,99,167,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 73, 'month2': 55, 'month3': 15, 'totalSales': 143}",Flipkart
248,DJI Mavic Air 2 Drone fc,5,85,21,80,46,126,2023-06-24T05:33:09.615Z,Home Decor,"{'month1': 78, 'month2': 77, 'month3': 46, 'totalSales': 201}",Flipkart
249,Fitbit Aria Air Smart Scale fc,5,22,10,31,49,80,2023-06-24T05:33:09.615Z,Books,"{'month1': 47, 'month2': 78, 'month3': 18, 'totalSales': 143}",Flipkart
250,Sony A7 III Full-Frame Mirrorless Camera fc,5,84,33,67,78,145,2023-06-24T05:33:09.615Z,Beauty,"{'month1': 23, 'month2': 55, 'month3': 95, 'totalSales': 173}",Flipkart
251,Samsung 970 EVO Plus SSD fc,4,95,20,79,54,133,2023-06-24T05:33:09.615Z,Toys,"{'month1': 92, 'month2': 73, 'month3': 12, 'totalSales': 177}",Flipkart
252,Logitech MX Master 3 Wireless Mouse fc,0,42,50,13,50,63,2023-06-24T05:33:09.615Z,Electronic,"{'month1': 63, 'month2': 69, 'month3': 14, 'totalSales': 146}",Flipkart
253,Apple iPhone 12 Pro Max fc,5,96,14,52,8,60,2023-06-24T05:33:09.615Z,Sports,"{'month1': 92, 'month2': 64, 'month3': 85, 'totalSales': 241}",Flipkart
254,LG CX 55-Inch OLED 4K Smart TV fc,4,3,24,80,100,180,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 69, 'month2': 54, 'month3': 7, 'totalSales': 130}",Flipkart
255,Bose SoundSport Wireless Earbuds fc,1,11,50,3,60,63,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 78, 'month2': 47, 'month3': 23, 'totalSales': 148}",Flipkart
256,Microsoft Surface Laptop 4 fc,4,25,41,91,79,170,2023-06-24T05:33:09.615Z,Electronic,"{'month1': 56, 'month2': 36, 'month3': 12, 'totalSales': 104}",Flipkart
257,Roku Streaming Stick+ fc,2,96,50,33,76,109,2023-06-24T05:33:09.615Z,Mobiles,"{'month1': 3, 'month2': 50, 'month3': 96, 'totalSales': 149}",Flipkart
258,Anker Soundcore Liberty Air 2 Pro Earbuds fc,1,59,13,5,48,53,2023-06-24T05:33:09.615Z,Home Decor,"{'month1': 75, 'month2': 41, 'month3': 74, 'totalSales': 190}",Flipkart
259,Canon EOS R6 Mirrorless Camera fc,3,33,49,99,5,104,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 50, 'month2': 94, 'month3': 69, 'totalSales': 213}",Flipkart
260,Sony WF-1000XM4 True Wireless Earbuds fc,4,72,17,23,49,72,2023-06-24T05:33:09.615Z,Mobiles,"{'month1': 55, 'month2': 71, 'month3': 76, 'totalSales': 202}",Flipkart
261,Garmin Fenix 6 Pro fc,2,27,11,21,68,89,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 89, 'month2': 11, 'month3': 72, 'totalSales': 172}",Flipkart
262,LG 27UK850-W 27-Inch 4K Monitor fc,1,26,42,9,50,59,2023-06-24T05:33:09.615Z,Beauty,"{'month1': 63, 'month2': 23, 'month3': 44, 'totalSales': 130}",Flipkart
263,Crock-Pot Express Multi-Cooker fc,1,77,41,86,14,100,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 65, 'month2': 63, 'month3': 24, 'totalSales': 152}",Flipkart
264,Samsung Galaxy S21 Ultra fc,4,77,13,81,69,150,2023-06-24T05:33:09.615Z,Electronic,"{'month1': 85, 'month2': 22, 'month3': 87, 'totalSales': 194}",Flipkart
265,ASUS ROG Strix G15 Gaming Laptop fc,2,32,18,56,82,138,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 56, 'month2': 62, 'month3': 9, 'totalSales': 127}",Flipkart
266,Fitbit Sense Advanced Smartwatch fc,5,77,29,85,1,86,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 50, 'month2': 33, 'month3': 32, 'totalSales': 115}",Flipkart
267,Sony X800H 55-Inch 4K Smart TV fc,5,15,47,51,66,117,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 71, 'month2': 83, 'month3': 2, 'totalSales': 156}",Flipkart
268,Google Nest Cam Indoor Security Camera fc,5,91,44,99,4,103,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 16, 'month2': 95, 'month3': 81, 'totalSales': 192}",Flipkart
269,Breville Smart Oven Air fc,5,31,23,48,1,49,2023-06-24T05:33:09.615Z,Mobiles,"{'month1': 82, 'month2': 4, 'month3': 56, 'totalSales': 142}",Flipkart
270,Beats Powerbeats Pro Wireless Earphones fc,2,49,39,67,87,154,2023-06-24T05:33:09.615Z,Beauty,"{'month1': 57, 'month2': 29, 'month3': 31, 'totalSales': 117}",Flipkart
271,Bose Solo 5 TV Soundbar fc,5,42,44,30,70,100,2023-06-24T05:33:09.615Z,Sports,"{'month1': 86, 'month2': 68, 'month3': 58, 'totalSales': 212}",Flipkart
272,Apple iMac 27-Inch Retina 5K Display fc,3,21,42,32,94,126,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 79, 'month2': 19, 'month3': 55, 'totalSales': 153}",Flipkart
273,NVIDIA GeForce RTX 3080 Graphics Card fc,2,8,29,75,12,87,2023-06-24T05:33:09.615Z,Books,"{'month1': 61, 'month2': 57, 'month3': 79, 'totalSales': 197}",Flipkart
274,Nintendo Switch Lite fc,1,92,46,80,78,158,2023-06-24T05:33:09.615Z,Toys,"{'month1': 93, 'month2': 80, 'month3': 81, 'totalSales': 254}",Flipkart
275,Jabra Elite 85t True Wireless Earbuds fc,0,40,19,71,3,74,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 34, 'month2': 7, 'month3': 79, 'totalSales': 120}",Flipkart
276,Canon EOS 90D DSLR Camera fc,3,74,22,54,43,97,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 47, 'month2': 48, 'month3': 1, 'totalSales': 96}",Flipkart
277,Samsung Galaxy S20 FE fc,4,17,44,4,55,59,2023-06-24T05:33:09.615Z,Sports,"{'month1': 72, 'month2': 49, 'month3': 18, 'totalSales': 139}",Flipkart
278,Logitech G502 HERO Gaming Mouse fc,0,49,21,93,45,138,2023-06-24T05:33:09.615Z,Books,"{'month1': 7, 'month2': 52, 'month3': 75, 'totalSales': 134}",Flipkart
279,LG OLED48C1 48-Inch 4K Smart OLED TV fc,2,96,45,29,40,69,2023-06-24T05:33:09.615Z,Sports,"{'month1': 38, 'month2': 49, 'month3': 14, 'totalSales': 101}",Flipkart
280,Dyson V11 Animal Cordless Vacuum Cleaner fc,3,31,43,24,10,34,2023-06-24T05:33:09.615Z,Toys,"{'month1': 47, 'month2': 71, 'month3': 19, 'totalSales': 137}",Flipkart
281,Philips Hue White and Color Ambiance Smart Bulb fc,3,62,42,42,11,53,2023-06-24T05:33:09.615Z,Sports,"{'month1': 86, 'month2': 79, 'month3': 85, 'totalSales': 250}",Flipkart
282,Apple AirTag fc,4,26,28,62,76,138,2023-06-24T05:33:09.615Z,Books,"{'month1': 69, 'month2': 4, 'month3': 70, 'totalSales': 143}",Flipkart
283,Razer BlackWidow Elite Mechanical Gaming Keyboard fc,1,32,50,49,71,120,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 70, 'month2': 67, 'month3': 24, 'totalSales': 161}",Flipkart
284,Sony ZV-1 Compact Camera fc,2,58,43,37,56,93,2023-06-24T05:33:09.615Z,Gaming,"{'month1': 6, 'month2': 48, 'month3': 44, 'totalSales': 98}",Flipkart
285,Amazon Echo Show 10 (3rd generation) fc,3,63,41,83,73,156,2023-06-24T05:33:09.615Z,Books,"{'month1': 44, 'month2': 97, 'month3': 86, 'totalSales': 227}",Flipkart
286,HP Pavilion 27-Inch FHD Monitor fc,1,18,40,49,78,127,2023-06-24T05:33:09.615Z,Traveling,"{'month1': 13, 'month2': 72, 'month3': 88, 'totalSales': 173}",Flipkart
287,Bose QuietComfort Earbuds fc,5,42,27,54,94,148,2023-06-24T05:33:09.615Z,Books,"{'month1': 98, 'month2': 24, 'month3': 28, 'totalSales': 150}",Flipkart
288,Sony Alpha a6400 Mirrorless Camera fc,1,56,14,0,53,53,2023-06-24T05:33:09.615Z,Toys,"{'month1': 95, 'month2': 72, 'month3': 72, 'totalSales': 239}",Flipkart
